beetle_ID,sire,dam,treatment,diapause,time,dead,Day 1,Day 2,Day 3,Day 4,Day 5,Day 6,Day 7,Day 8,Day 9,Day 10,Day 11,Day 12,Day 13,Day 14,Day 15,Day 16,Day 17,Day 18,Day 19,Day 20,Day 21,Day 22,Day 23,Day 24,Day 25,Day 26,Day 27,Day 28,Day 29,Day 30,Day 31,Day 32,Day 33,Day 34,Day 35,Day 36,Day 37,Day 38,Day 39,Day 40,Day 41,Day 42,Day 43
25-A-L,25,A,L,0,43,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
25-B-L,25,B,L,1,16,,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
25-C-L,25,C,L,1,12,,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
25-D-L,25,D,L,1,7,,0,0,1,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-E-L,25,E,L,0,43,,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
25-F-L,25,F,L,1,15,,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
25-G-L,25,G,L,1,7,,1,1,1,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-A-L,26,A,L,0,2,1,1,0,DEAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-B-L,26,B,L,1,22,,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
27-A-L,27,A,L,0,43,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
27-B-L,27,B,L,0,43,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1
27-C-L,27,C,L,1,8,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-D-L,27,D,L,1,8,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-E-L,27,E,L,1,7,,1,1,1,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-F-L,27,F,L,1,20,,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
28-A-L,28,A,L,1,5,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
28-B-L,28,B,L,1,12,,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
28-C-L,28,C,L,1,9,,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-D-L,28,D,L,1,9,,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-E-L,28,E,L,1,7,,1,0,1,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-F-L,28,F,L,0,18,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,DEAD,,,,,,,,,,,,,,,,,,,,,,,,
28-G-L,28,G,L,1,9,,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-A-L,29,A,L,1,8,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-B-L,29,B,L,0,3,1,0,0,0,DEAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-D-L,29,D,L,0,7,1,1,1,1,0,0,0,0,DEAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-F-L,29,F,L,1,8,,1,1,1,1,1,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-G-L,29,G,L,1,7,,1,1,1,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-A-L,30,A,L,0,13,1,1,1,1,1,1,1,0,1,1,1,1,0,0,DEAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-B-L,30,B,L,1,20,,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
31-A-L,31,A,L,1,12,,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
31-B-L,31,B,L,1,7,,1,1,1,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31-C-L,31,C,L,1,14,,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
31-D-L,31,D,L,0,43,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
31-E-L,31,E,L,0,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,DEAD,,,,,,,,,,,,,,,,,,,,,,
31-F-L,31,F,L,1,8,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31-G-L,31,G,L,0,2,1,0,0,DEAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32-A-L,32,A,L,1,31,,1,1,1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,
32-B-L,32,B,L,1,16,,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
32-C-L,32,C,L,1,19,,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
32-D-L,32,D,L,1,19,,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
32-E-L,32,E,L,1,19,,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
33-A-L,33,A,L,0,3,1,1,1,1,DEAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33-C-L,33,C,L,1,10,,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
33-D-L,33,D,L,1,18,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
33-E-L,33,E,L,1,10,,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
33-F-L,33,F,L,1,8,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33-G-L,33,G,L,0,43,,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,0,1,0
34-B-L,34,B,L,1,8,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34-C-L,34,C,L,1,10,,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
34-D-L,34,D,L,1,9,,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34-E-L,34,E,L,1,7,,1,1,1,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34-F-L,34,F,L,1,7,,1,1,1,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35-A-L,35,A,L,1,10,,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
35-D-L,35,D,L,1,9,,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35-E-L,35,E,L,1,8,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36-A-L,36,A,L,1,12,,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
36-B-L,36,B,L,0,43,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0
36-C-L,36,C,L,0,43,,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1
36-D-L,36,D,L,0,43,,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
36-E-L,36,E,L,1,21,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
36-F-L,36,F,L,0,10,1,1,1,1,1,1,1,1,1,0,0,DEAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36-G-L,36,G,L,1,8,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-A-L,37,A,L,1,8,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-C-L,37,C,L,0,4,1,1,1,1,0,DEAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-D-L,37,D,L,1,7,,1,1,1,1,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-E-L,37,E,L,1,6,,1,1,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-G-L,37,G,L,1,6,,1,1,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38-A-L,38,A,L,0,43,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1
38-B-L,38,B,L,0,43,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
38-C-L,38,C,L,1,7,,1,1,1,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38-D-L,38,D,L,0,25,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,DEAD,,,,,,,,,,,,,,,,,
38-F-L,38,F,L,1,16,,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
38-G-L,38,G,L,0,5,1,1,1,1,1,1,DEAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39-A-L,39,A,L,1,13,,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
39-B-L,39,B,L,0,43,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0
39-C-L,39,C,L,0,43,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,1,0,1,1,1,0,0,1
39-D-L,39,D,L,0,43,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1
39-F-L,39,F,L,0,43,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1
01-A-S,1,A,S,1,10,,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-B-S,1,B,S,1,6,,1,1,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-C-S,1,C,S,1,6,,1,1,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-D-S,1,D,S,1,6,,1,1,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-E-S,1,E,S,1,6,,1,1,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-A-S,2,A,S,1,5,,1,1,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-B-S,2,B,S,1,8,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-C-S,2,C,S,1,8,,1,1,1,1,1,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-D-S,2,D,S,1,5,,1,1,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-E-S,2,E,S,1,6,,1,1,1,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-F-S,2,F,S,0,,1,DEAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-H-S,2,H,S,1,7,,1,1,1,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-B-S,3,B,S,0,,1,DEAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-C-S,3,C,S,0,1,1,1,DEAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-D-S,3,D,S,1,9,,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-E-S,3,E,S,1,8,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-F-S,3,F,S,0,6,1,1,1,1,0,1,0,DEAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-G-S,3,G,S,1,4,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
03-H-S,3,H,S,1,10,,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-A-S,4,A,S,1,5,,1,1,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-B-S,4,B,S,0,,1,DEAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-D-S,4,D,S,1,6,,1,1,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-E-S,4,E,S,1,11,,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
04-G-S,4,G,S,1,7,,1,1,1,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-A-S,5,A,S,1,7,,1,1,1,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-B-S,5,B,S,1,11,,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
05-C-S,5,C,S,1,6,,1,0,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-D-S,5,D,S,1,4,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
05-E-S,5,E,S,1,6,,1,1,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-G-S,5,G,S,1,9,,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07-A-S,7,A,S,1,6,,1,1,1,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07-B-S,7,B,S,1,6,,1,1,1,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07-C-S,7,C,S,1,6,,1,1,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07-D-S,7,D,S,1,6,,1,1,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07-E-S,7,E,S,1,9,,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07-F-S,7,F,S,0,3,1,0,0,0,DEAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07-G-S,7,G,S,1,5,,1,1,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07-H-S,7,H,S,1,4,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
08-A-S,8,A,S,1,13,,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
08-C-S,8,C,S,0,12,1,1,1,1,1,1,1,0,0,0,0,0,0,DEAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-E-S,8,E,S,1,4,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
08-G-S,8,G,S,0,5,1,1,1,1,1,0,DEAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-H-S,8,H,S,1,5,,1,1,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-A-S,9,A,S,0,6,1,1,1,1,1,0,0,DEAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-B-S,9,B,S,1,7,,1,1,1,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-C-S,9,C,S,1,14,,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
09-D-S,9,D,S,1,5,,1,1,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-E-S,9,E,S,1,13,,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
09-F-S,9,F,S,1,4,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
09-G-S,9,G,S,1,6,,1,1,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-A-S,10,A,S,0,38,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,DEAD,,,,
10-B-S,10,B,S,1,4,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
10-C-S,10,C,S,1,5,,1,1,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-D-S,10,D,S,1,10,,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-E-S,10,E,S,1,5,,1,1,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-F-S,10,F,S,1,6,,1,1,1,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-G-S,10,G,S,1,4,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
10-H-S,10,H,S,1,6,,1,1,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-A-S,11,A,S,1,6,,1,1,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-B-S,11,B,S,1,9,,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-C-S,11,C,S,0,6,1,1,1,1,1,0,0,DEAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-D-S,11,D,S,1,7,,1,1,1,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-E-S,11,E,S,1,8,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
